,bug_id,bug report text,bug report description,generated patch id,patch text,label
0,OAKfeadc,PropertyIndex cost calculation faulty,cost calculation easily go bounds needs estimate whenever 100 nodes high value returns higher traversal index max 10M less smaller example 100 nodes index single level content cost 6250000 adding second level content data cost jumps 1 544804416E9 101 nodes index single level content cost 100 adding second level content data stays 100 100 nodes 12 levels deep cost 2 147483647E9 101 nodes 12 levels deep cost 6 7108864E7,cost calculation easily go bounds needs estimate whenever  nodes high value returns higher traversal index max M less smaller example  nodes index single level content cost  adding second level content data cost jumps  E  nodes index single level content cost  adding second level content data stays   nodes  levels deep cost  E  nodes  levels deep cost  E,cost calculation easily go bounds needs estimate whenever nodes high value returns higher traversal index max less smaller example nodes index single level content cost adding second level content data cost jumps E nodes index single level content cost adding second level content data stays nodes levels deep cost E nodes levels deep cost E,1
0,OAKfeadc,PropertyIndex cost calculation faulty,cost calculation easily go bounds needs estimate whenever 100 nodes high value returns higher traversal index max 10M less smaller example 100 nodes index single level content cost 6250000 adding second level content data cost jumps 1 544804416E9 101 nodes index single level content cost 100 adding second level content data stays 100 100 nodes 12 levels deep cost 2 147483647E9 101 nodes 12 levels deep cost 6 7108864E7,cost calculation easily go bounds needs estimate whenever  nodes high value returns higher traversal index max M less smaller example  nodes index single level content cost  adding second level content data cost jumps  E  nodes index single level content cost  adding second level content data stays   nodes  levels deep cost  E  nodes  levels deep cost  E,cost calculation easily go bounds needs estimate whenever nodes high value returns higher traversal index max less smaller example nodes index single level content cost adding second level content data cost jumps E nodes index single level content cost adding second level content data stays nodes levels deep cost E nodes levels deep cost E,1
0,OAKfeadc,PropertyIndex cost calculation faulty,cost calculation easily go bounds needs estimate whenever 100 nodes high value returns higher traversal index max 10M less smaller example 100 nodes index single level content cost 6250000 adding second level content data cost jumps 1 544804416E9 101 nodes index single level content cost 100 adding second level content data stays 100 100 nodes 12 levels deep cost 2 147483647E9 101 nodes 12 levels deep cost 6 7108864E7,cost calculation easily go bounds needs estimate whenever  nodes high value returns higher traversal index max M less smaller example  nodes index single level content cost  adding second level content data cost jumps  E  nodes index single level content cost  adding second level content data stays   nodes  levels deep cost  E  nodes  levels deep cost  E,cost calculation easily go bounds needs estimate whenever nodes high value returns higher traversal index max less smaller example nodes index single level content cost adding second level content data cost jumps E nodes index single level content cost adding second level content data stays nodes levels deep cost E nodes levels deep cost E,1
0,OAKfeadc,PropertyIndex cost calculation faulty,cost calculation easily go bounds needs estimate whenever 100 nodes high value returns higher traversal index max 10M less smaller example 100 nodes index single level content cost 6250000 adding second level content data cost jumps 1 544804416E9 101 nodes index single level content cost 100 adding second level content data stays 100 100 nodes 12 levels deep cost 2 147483647E9 101 nodes 12 levels deep cost 6 7108864E7,cost calculation easily go bounds needs estimate whenever  nodes high value returns higher traversal index max M less smaller example  nodes index single level content cost  adding second level content data cost jumps  E  nodes index single level content cost  adding second level content data stays   nodes  levels deep cost  E  nodes  levels deep cost  E,cost calculation easily go bounds needs estimate whenever nodes high value returns higher traversal index max less smaller example nodes index single level content cost adding second level content data cost jumps E nodes index single level content cost adding second level content data stays nodes levels deep cost E nodes levels deep cost E,1
0,OAKfeadc,PropertyIndex cost calculation faulty,cost calculation easily go bounds needs estimate whenever 100 nodes high value returns higher traversal index max 10M less smaller example 100 nodes index single level content cost 6250000 adding second level content data cost jumps 1 544804416E9 101 nodes index single level content cost 100 adding second level content data stays 100 100 nodes 12 levels deep cost 2 147483647E9 101 nodes 12 levels deep cost 6 7108864E7,cost calculation easily go bounds needs estimate whenever  nodes high value returns higher traversal index max M less smaller example  nodes index single level content cost  adding second level content data cost jumps  E  nodes index single level content cost  adding second level content data stays   nodes  levels deep cost  E  nodes  levels deep cost  E,cost calculation easily go bounds needs estimate whenever nodes high value returns higher traversal index max less smaller example nodes index single level content cost adding second level content data cost jumps E nodes index single level content cost adding second level content data stays nodes levels deep cost E nodes levels deep cost E,1
0,OAKfeadc,PropertyIndex cost calculation faulty,cost calculation easily go bounds needs estimate whenever 100 nodes high value returns higher traversal index max 10M less smaller example 100 nodes index single level content cost 6250000 adding second level content data cost jumps 1 544804416E9 101 nodes index single level content cost 100 adding second level content data stays 100 100 nodes 12 levels deep cost 2 147483647E9 101 nodes 12 levels deep cost 6 7108864E7,cost calculation easily go bounds needs estimate whenever  nodes high value returns higher traversal index max M less smaller example  nodes index single level content cost  adding second level content data cost jumps  E  nodes index single level content cost  adding second level content data stays   nodes  levels deep cost  E  nodes  levels deep cost  E,cost calculation easily go bounds needs estimate whenever nodes high value returns higher traversal index max less smaller example nodes index single level content cost adding second level content data cost jumps E nodes index single level content cost adding second level content data stays nodes levels deep cost E nodes levels deep cost E,1
0,OAKfeadc,PropertyIndex cost calculation faulty,cost calculation easily go bounds needs estimate whenever 100 nodes high value returns higher traversal index max 10M less smaller example 100 nodes index single level content cost 6250000 adding second level content data cost jumps 1 544804416E9 101 nodes index single level content cost 100 adding second level content data stays 100 100 nodes 12 levels deep cost 2 147483647E9 101 nodes 12 levels deep cost 6 7108864E7,cost calculation easily go bounds needs estimate whenever  nodes high value returns higher traversal index max M less smaller example  nodes index single level content cost  adding second level content data cost jumps  E  nodes index single level content cost  adding second level content data stays   nodes  levels deep cost  E  nodes  levels deep cost  E,cost calculation easily go bounds needs estimate whenever nodes high value returns higher traversal index max less smaller example nodes index single level content cost adding second level content data cost jumps E nodes index single level content cost adding second level content data stays nodes levels deep cost E nodes levels deep cost E,1
0,OAKfeadc,PropertyIndex cost calculation faulty,cost calculation easily go bounds needs estimate whenever 100 nodes high value returns higher traversal index max 10M less smaller example 100 nodes index single level content cost 6250000 adding second level content data cost jumps 1 544804416E9 101 nodes index single level content cost 100 adding second level content data stays 100 100 nodes 12 levels deep cost 2 147483647E9 101 nodes 12 levels deep cost 6 7108864E7,cost calculation easily go bounds needs estimate whenever  nodes high value returns higher traversal index max M less smaller example  nodes index single level content cost  adding second level content data cost jumps  E  nodes index single level content cost  adding second level content data stays   nodes  levels deep cost  E  nodes  levels deep cost  E,cost calculation easily go bounds needs estimate whenever nodes high value returns higher traversal index max less smaller example nodes index single level content cost adding second level content data cost jumps E nodes index single level content cost adding second level content data stays nodes levels deep cost E nodes levels deep cost E,1
0,OAKfeadc,PropertyIndex cost calculation faulty,cost calculation easily go bounds needs estimate whenever 100 nodes high value returns higher traversal index max 10M less smaller example 100 nodes index single level content cost 6250000 adding second level content data cost jumps 1 544804416E9 101 nodes index single level content cost 100 adding second level content data stays 100 100 nodes 12 levels deep cost 2 147483647E9 101 nodes 12 levels deep cost 6 7108864E7,cost calculation easily go bounds needs estimate whenever  nodes high value returns higher traversal index max M less smaller example  nodes index single level content cost  adding second level content data cost jumps  E  nodes index single level content cost  adding second level content data stays   nodes  levels deep cost  E  nodes  levels deep cost  E,cost calculation easily go bounds needs estimate whenever nodes high value returns higher traversal index max less smaller example nodes index single level content cost adding second level content data cost jumps E nodes index single level content cost adding second level content data stays nodes levels deep cost E nodes levels deep cost E,1
0,OAKfeadc,PropertyIndex cost calculation faulty,cost calculation easily go bounds needs estimate whenever 100 nodes high value returns higher traversal index max 10M less smaller example 100 nodes index single level content cost 6250000 adding second level content data cost jumps 1 544804416E9 101 nodes index single level content cost 100 adding second level content data stays 100 100 nodes 12 levels deep cost 2 147483647E9 101 nodes 12 levels deep cost 6 7108864E7,cost calculation easily go bounds needs estimate whenever  nodes high value returns higher traversal index max M less smaller example  nodes index single level content cost  adding second level content data cost jumps  E  nodes index single level content cost  adding second level content data stays   nodes  levels deep cost  E  nodes  levels deep cost  E,cost calculation easily go bounds needs estimate whenever nodes high value returns higher traversal index max less smaller example nodes index single level content cost adding second level content data cost jumps E nodes index single level content cost adding second level content data stays nodes levels deep cost E nodes levels deep cost E,1
0,OAKfeadc,PropertyIndex cost calculation faulty,cost calculation easily go bounds needs estimate whenever 100 nodes high value returns higher traversal index max 10M less smaller example 100 nodes index single level content cost 6250000 adding second level content data cost jumps 1 544804416E9 101 nodes index single level content cost 100 adding second level content data stays 100 100 nodes 12 levels deep cost 2 147483647E9 101 nodes 12 levels deep cost 6 7108864E7,cost calculation easily go bounds needs estimate whenever  nodes high value returns higher traversal index max M less smaller example  nodes index single level content cost  adding second level content data cost jumps  E  nodes index single level content cost  adding second level content data stays   nodes  levels deep cost  E  nodes  levels deep cost  E,cost calculation easily go bounds needs estimate whenever nodes high value returns higher traversal index max less smaller example nodes index single level content cost adding second level content data cost jumps E nodes index single level content cost adding second level content data stays nodes levels deep cost E nodes levels deep cost E,1
0,OAKfeadc,PropertyIndex cost calculation faulty,cost calculation easily go bounds needs estimate whenever 100 nodes high value returns higher traversal index max 10M less smaller example 100 nodes index single level content cost 6250000 adding second level content data cost jumps 1 544804416E9 101 nodes index single level content cost 100 adding second level content data stays 100 100 nodes 12 levels deep cost 2 147483647E9 101 nodes 12 levels deep cost 6 7108864E7,cost calculation easily go bounds needs estimate whenever  nodes high value returns higher traversal index max M less smaller example  nodes index single level content cost  adding second level content data cost jumps  E  nodes index single level content cost  adding second level content data stays   nodes  levels deep cost  E  nodes  levels deep cost  E,cost calculation easily go bounds needs estimate whenever nodes high value returns higher traversal index max less smaller example nodes index single level content cost adding second level content data cost jumps E nodes index single level content cost adding second level content data stays nodes levels deep cost E nodes levels deep cost E,1
0,OAKfeadc,PropertyIndex cost calculation faulty,cost calculation easily go bounds needs estimate whenever 100 nodes high value returns higher traversal index max 10M less smaller example 100 nodes index single level content cost 6250000 adding second level content data cost jumps 1 544804416E9 101 nodes index single level content cost 100 adding second level content data stays 100 100 nodes 12 levels deep cost 2 147483647E9 101 nodes 12 levels deep cost 6 7108864E7,cost calculation easily go bounds needs estimate whenever  nodes high value returns higher traversal index max M less smaller example  nodes index single level content cost  adding second level content data cost jumps  E  nodes index single level content cost  adding second level content data stays   nodes  levels deep cost  E  nodes  levels deep cost  E,cost calculation easily go bounds needs estimate whenever nodes high value returns higher traversal index max less smaller example nodes index single level content cost adding second level content data cost jumps E nodes index single level content cost adding second level content data stays nodes levels deep cost E nodes levels deep cost E,1
0,OAKfeadc,PropertyIndex cost calculation faulty,cost calculation easily go bounds needs estimate whenever 100 nodes high value returns higher traversal index max 10M less smaller example 100 nodes index single level content cost 6250000 adding second level content data cost jumps 1 544804416E9 101 nodes index single level content cost 100 adding second level content data stays 100 100 nodes 12 levels deep cost 2 147483647E9 101 nodes 12 levels deep cost 6 7108864E7,cost calculation easily go bounds needs estimate whenever  nodes high value returns higher traversal index max M less smaller example  nodes index single level content cost  adding second level content data cost jumps  E  nodes index single level content cost  adding second level content data stays   nodes  levels deep cost  E  nodes  levels deep cost  E,cost calculation easily go bounds needs estimate whenever nodes high value returns higher traversal index max less smaller example nodes index single level content cost adding second level content data cost jumps E nodes index single level content cost adding second level content data stays nodes levels deep cost E nodes levels deep cost E,1
0,OAKfeadc,PropertyIndex cost calculation faulty,cost calculation easily go bounds needs estimate whenever 100 nodes high value returns higher traversal index max 10M less smaller example 100 nodes index single level content cost 6250000 adding second level content data cost jumps 1 544804416E9 101 nodes index single level content cost 100 adding second level content data stays 100 100 nodes 12 levels deep cost 2 147483647E9 101 nodes 12 levels deep cost 6 7108864E7,cost calculation easily go bounds needs estimate whenever  nodes high value returns higher traversal index max M less smaller example  nodes index single level content cost  adding second level content data cost jumps  E  nodes index single level content cost  adding second level content data stays   nodes  levels deep cost  E  nodes  levels deep cost  E,cost calculation easily go bounds needs estimate whenever nodes high value returns higher traversal index max less smaller example nodes index single level content cost adding second level content data cost jumps E nodes index single level content cost adding second level content data stays nodes levels deep cost E nodes levels deep cost E,1
0,OAKfeadc,PropertyIndex cost calculation faulty,cost calculation easily go bounds needs estimate whenever 100 nodes high value returns higher traversal index max 10M less smaller example 100 nodes index single level content cost 6250000 adding second level content data cost jumps 1 544804416E9 101 nodes index single level content cost 100 adding second level content data stays 100 100 nodes 12 levels deep cost 2 147483647E9 101 nodes 12 levels deep cost 6 7108864E7,cost calculation easily go bounds needs estimate whenever  nodes high value returns higher traversal index max M less smaller example  nodes index single level content cost  adding second level content data cost jumps  E  nodes index single level content cost  adding second level content data stays   nodes  levels deep cost  E  nodes  levels deep cost  E,cost calculation easily go bounds needs estimate whenever nodes high value returns higher traversal index max less smaller example nodes index single level content cost adding second level content data cost jumps E nodes index single level content cost adding second level content data stays nodes levels deep cost E nodes levels deep cost E,1
0,OAKfeadc,PropertyIndex cost calculation faulty,cost calculation easily go bounds needs estimate whenever 100 nodes high value returns higher traversal index max 10M less smaller example 100 nodes index single level content cost 6250000 adding second level content data cost jumps 1 544804416E9 101 nodes index single level content cost 100 adding second level content data stays 100 100 nodes 12 levels deep cost 2 147483647E9 101 nodes 12 levels deep cost 6 7108864E7,cost calculation easily go bounds needs estimate whenever  nodes high value returns higher traversal index max M less smaller example  nodes index single level content cost  adding second level content data cost jumps  E  nodes index single level content cost  adding second level content data stays   nodes  levels deep cost  E  nodes  levels deep cost  E,cost calculation easily go bounds needs estimate whenever nodes high value returns higher traversal index max less smaller example nodes index single level content cost adding second level content data cost jumps E nodes index single level content cost adding second level content data stays nodes levels deep cost E nodes levels deep cost E,1
0,OAKfeadc,PropertyIndex cost calculation faulty,cost calculation easily go bounds needs estimate whenever 100 nodes high value returns higher traversal index max 10M less smaller example 100 nodes index single level content cost 6250000 adding second level content data cost jumps 1 544804416E9 101 nodes index single level content cost 100 adding second level content data stays 100 100 nodes 12 levels deep cost 2 147483647E9 101 nodes 12 levels deep cost 6 7108864E7,cost calculation easily go bounds needs estimate whenever  nodes high value returns higher traversal index max M less smaller example  nodes index single level content cost  adding second level content data cost jumps  E  nodes index single level content cost  adding second level content data stays   nodes  levels deep cost  E  nodes  levels deep cost  E,cost calculation easily go bounds needs estimate whenever nodes high value returns higher traversal index max less smaller example nodes index single level content cost adding second level content data cost jumps E nodes index single level content cost adding second level content data stays nodes levels deep cost E nodes levels deep cost E,1
0,OAKfeadc,PropertyIndex cost calculation faulty,cost calculation easily go bounds needs estimate whenever 100 nodes high value returns higher traversal index max 10M less smaller example 100 nodes index single level content cost 6250000 adding second level content data cost jumps 1 544804416E9 101 nodes index single level content cost 100 adding second level content data stays 100 100 nodes 12 levels deep cost 2 147483647E9 101 nodes 12 levels deep cost 6 7108864E7,cost calculation easily go bounds needs estimate whenever  nodes high value returns higher traversal index max M less smaller example  nodes index single level content cost  adding second level content data cost jumps  E  nodes index single level content cost  adding second level content data stays   nodes  levels deep cost  E  nodes  levels deep cost  E,cost calculation easily go bounds needs estimate whenever nodes high value returns higher traversal index max less smaller example nodes index single level content cost adding second level content data cost jumps E nodes index single level content cost adding second level content data stays nodes levels deep cost E nodes levels deep cost E,1
0,OAKfeadc,PropertyIndex cost calculation faulty,cost calculation easily go bounds needs estimate whenever 100 nodes high value returns higher traversal index max 10M less smaller example 100 nodes index single level content cost 6250000 adding second level content data cost jumps 1 544804416E9 101 nodes index single level content cost 100 adding second level content data stays 100 100 nodes 12 levels deep cost 2 147483647E9 101 nodes 12 levels deep cost 6 7108864E7,cost calculation easily go bounds needs estimate whenever  nodes high value returns higher traversal index max M less smaller example  nodes index single level content cost  adding second level content data cost jumps  E  nodes index single level content cost  adding second level content data stays   nodes  levels deep cost  E  nodes  levels deep cost  E,cost calculation easily go bounds needs estimate whenever nodes high value returns higher traversal index max less smaller example nodes index single level content cost adding second level content data cost jumps E nodes index single level content cost adding second level content data stays nodes levels deep cost E nodes levels deep cost E,1
0,OAKfeadc,PropertyIndex cost calculation faulty,cost calculation easily go bounds needs estimate whenever 100 nodes high value returns higher traversal index max 10M less smaller example 100 nodes index single level content cost 6250000 adding second level content data cost jumps 1 544804416E9 101 nodes index single level content cost 100 adding second level content data stays 100 100 nodes 12 levels deep cost 2 147483647E9 101 nodes 12 levels deep cost 6 7108864E7,cost calculation easily go bounds needs estimate whenever  nodes high value returns higher traversal index max M less smaller example  nodes index single level content cost  adding second level content data cost jumps  E  nodes index single level content cost  adding second level content data stays   nodes  levels deep cost  E  nodes  levels deep cost  E,cost calculation easily go bounds needs estimate whenever nodes high value returns higher traversal index max less smaller example nodes index single level content cost adding second level content data cost jumps E nodes index single level content cost adding second level content data stays nodes levels deep cost E nodes levels deep cost E,1
0,OAKfeadc,PropertyIndex cost calculation faulty,cost calculation easily go bounds needs estimate whenever 100 nodes high value returns higher traversal index max 10M less smaller example 100 nodes index single level content cost 6250000 adding second level content data cost jumps 1 544804416E9 101 nodes index single level content cost 100 adding second level content data stays 100 100 nodes 12 levels deep cost 2 147483647E9 101 nodes 12 levels deep cost 6 7108864E7,cost calculation easily go bounds needs estimate whenever  nodes high value returns higher traversal index max M less smaller example  nodes index single level content cost  adding second level content data cost jumps  E  nodes index single level content cost  adding second level content data stays   nodes  levels deep cost  E  nodes  levels deep cost  E,cost calculation easily go bounds needs estimate whenever nodes high value returns higher traversal index max less smaller example nodes index single level content cost adding second level content data cost jumps E nodes index single level content cost adding second level content data stays nodes levels deep cost E nodes levels deep cost E,1
0,OAKfeadc,PropertyIndex cost calculation faulty,cost calculation easily go bounds needs estimate whenever 100 nodes high value returns higher traversal index max 10M less smaller example 100 nodes index single level content cost 6250000 adding second level content data cost jumps 1 544804416E9 101 nodes index single level content cost 100 adding second level content data stays 100 100 nodes 12 levels deep cost 2 147483647E9 101 nodes 12 levels deep cost 6 7108864E7,cost calculation easily go bounds needs estimate whenever  nodes high value returns higher traversal index max M less smaller example  nodes index single level content cost  adding second level content data cost jumps  E  nodes index single level content cost  adding second level content data stays   nodes  levels deep cost  E  nodes  levels deep cost  E,cost calculation easily go bounds needs estimate whenever nodes high value returns higher traversal index max less smaller example nodes index single level content cost adding second level content data cost jumps E nodes index single level content cost adding second level content data stays nodes levels deep cost E nodes levels deep cost E,1
0,OAKfeadc,PropertyIndex cost calculation faulty,cost calculation easily go bounds needs estimate whenever 100 nodes high value returns higher traversal index max 10M less smaller example 100 nodes index single level content cost 6250000 adding second level content data cost jumps 1 544804416E9 101 nodes index single level content cost 100 adding second level content data stays 100 100 nodes 12 levels deep cost 2 147483647E9 101 nodes 12 levels deep cost 6 7108864E7,cost calculation easily go bounds needs estimate whenever  nodes high value returns higher traversal index max M less smaller example  nodes index single level content cost  adding second level content data cost jumps  E  nodes index single level content cost  adding second level content data stays   nodes  levels deep cost  E  nodes  levels deep cost  E,cost calculation easily go bounds needs estimate whenever nodes high value returns higher traversal index max less smaller example nodes index single level content cost adding second level content data cost jumps E nodes index single level content cost adding second level content data stays nodes levels deep cost E nodes levels deep cost E,1
0,OAKfeadc,PropertyIndex cost calculation faulty,cost calculation easily go bounds needs estimate whenever 100 nodes high value returns higher traversal index max 10M less smaller example 100 nodes index single level content cost 6250000 adding second level content data cost jumps 1 544804416E9 101 nodes index single level content cost 100 adding second level content data stays 100 100 nodes 12 levels deep cost 2 147483647E9 101 nodes 12 levels deep cost 6 7108864E7,cost calculation easily go bounds needs estimate whenever  nodes high value returns higher traversal index max M less smaller example  nodes index single level content cost  adding second level content data cost jumps  E  nodes index single level content cost  adding second level content data stays   nodes  levels deep cost  E  nodes  levels deep cost  E,cost calculation easily go bounds needs estimate whenever nodes high value returns higher traversal index max less smaller example nodes index single level content cost adding second level content data cost jumps E nodes index single level content cost adding second level content data stays nodes levels deep cost E nodes levels deep cost E,1
0,OAKfeadc,PropertyIndex cost calculation faulty,cost calculation easily go bounds needs estimate whenever 100 nodes high value returns higher traversal index max 10M less smaller example 100 nodes index single level content cost 6250000 adding second level content data cost jumps 1 544804416E9 101 nodes index single level content cost 100 adding second level content data stays 100 100 nodes 12 levels deep cost 2 147483647E9 101 nodes 12 levels deep cost 6 7108864E7,cost calculation easily go bounds needs estimate whenever  nodes high value returns higher traversal index max M less smaller example  nodes index single level content cost  adding second level content data cost jumps  E  nodes index single level content cost  adding second level content data stays   nodes  levels deep cost  E  nodes  levels deep cost  E,cost calculation easily go bounds needs estimate whenever nodes high value returns higher traversal index max less smaller example nodes index single level content cost adding second level content data cost jumps E nodes index single level content cost adding second level content data stays nodes levels deep cost E nodes levels deep cost E,1
0,OAKfeadc,PropertyIndex cost calculation faulty,cost calculation easily go bounds needs estimate whenever 100 nodes high value returns higher traversal index max 10M less smaller example 100 nodes index single level content cost 6250000 adding second level content data cost jumps 1 544804416E9 101 nodes index single level content cost 100 adding second level content data stays 100 100 nodes 12 levels deep cost 2 147483647E9 101 nodes 12 levels deep cost 6 7108864E7,cost calculation easily go bounds needs estimate whenever  nodes high value returns higher traversal index max M less smaller example  nodes index single level content cost  adding second level content data cost jumps  E  nodes index single level content cost  adding second level content data stays   nodes  levels deep cost  E  nodes  levels deep cost  E,cost calculation easily go bounds needs estimate whenever nodes high value returns higher traversal index max less smaller example nodes index single level content cost adding second level content data cost jumps E nodes index single level content cost adding second level content data stays nodes levels deep cost E nodes levels deep cost E,1
0,OAKfeadc,PropertyIndex cost calculation faulty,cost calculation easily go bounds needs estimate whenever 100 nodes high value returns higher traversal index max 10M less smaller example 100 nodes index single level content cost 6250000 adding second level content data cost jumps 1 544804416E9 101 nodes index single level content cost 100 adding second level content data stays 100 100 nodes 12 levels deep cost 2 147483647E9 101 nodes 12 levels deep cost 6 7108864E7,cost calculation easily go bounds needs estimate whenever  nodes high value returns higher traversal index max M less smaller example  nodes index single level content cost  adding second level content data cost jumps  E  nodes index single level content cost  adding second level content data stays   nodes  levels deep cost  E  nodes  levels deep cost  E,cost calculation easily go bounds needs estimate whenever nodes high value returns higher traversal index max less smaller example nodes index single level content cost adding second level content data cost jumps E nodes index single level content cost adding second level content data stays nodes levels deep cost E nodes levels deep cost E,1
0,OAKfeadc,PropertyIndex cost calculation faulty,cost calculation easily go bounds needs estimate whenever 100 nodes high value returns higher traversal index max 10M less smaller example 100 nodes index single level content cost 6250000 adding second level content data cost jumps 1 544804416E9 101 nodes index single level content cost 100 adding second level content data stays 100 100 nodes 12 levels deep cost 2 147483647E9 101 nodes 12 levels deep cost 6 7108864E7,cost calculation easily go bounds needs estimate whenever  nodes high value returns higher traversal index max M less smaller example  nodes index single level content cost  adding second level content data cost jumps  E  nodes index single level content cost  adding second level content data stays   nodes  levels deep cost  E  nodes  levels deep cost  E,cost calculation easily go bounds needs estimate whenever nodes high value returns higher traversal index max less smaller example nodes index single level content cost adding second level content data cost jumps E nodes index single level content cost adding second level content data stays nodes levels deep cost E nodes levels deep cost E,1
0,OAKfeadc,PropertyIndex cost calculation faulty,cost calculation easily go bounds needs estimate whenever 100 nodes high value returns higher traversal index max 10M less smaller example 100 nodes index single level content cost 6250000 adding second level content data cost jumps 1 544804416E9 101 nodes index single level content cost 100 adding second level content data stays 100 100 nodes 12 levels deep cost 2 147483647E9 101 nodes 12 levels deep cost 6 7108864E7,cost calculation easily go bounds needs estimate whenever  nodes high value returns higher traversal index max M less smaller example  nodes index single level content cost  adding second level content data cost jumps  E  nodes index single level content cost  adding second level content data stays   nodes  levels deep cost  E  nodes  levels deep cost  E,cost calculation easily go bounds needs estimate whenever nodes high value returns higher traversal index max less smaller example nodes index single level content cost adding second level content data cost jumps E nodes index single level content cost adding second level content data stays nodes levels deep cost E nodes levels deep cost E,1
0,OAKfeadc,PropertyIndex cost calculation faulty,cost calculation easily go bounds needs estimate whenever 100 nodes high value returns higher traversal index max 10M less smaller example 100 nodes index single level content cost 6250000 adding second level content data cost jumps 1 544804416E9 101 nodes index single level content cost 100 adding second level content data stays 100 100 nodes 12 levels deep cost 2 147483647E9 101 nodes 12 levels deep cost 6 7108864E7,cost calculation easily go bounds needs estimate whenever  nodes high value returns higher traversal index max M less smaller example  nodes index single level content cost  adding second level content data cost jumps  E  nodes index single level content cost  adding second level content data stays   nodes  levels deep cost  E  nodes  levels deep cost  E,cost calculation easily go bounds needs estimate whenever nodes high value returns higher traversal index max less smaller example nodes index single level content cost adding second level content data cost jumps E nodes index single level content cost adding second level content data stays nodes levels deep cost E nodes levels deep cost E,1
0,OAKfeadc,PropertyIndex cost calculation faulty,cost calculation easily go bounds needs estimate whenever 100 nodes high value returns higher traversal index max 10M less smaller example 100 nodes index single level content cost 6250000 adding second level content data cost jumps 1 544804416E9 101 nodes index single level content cost 100 adding second level content data stays 100 100 nodes 12 levels deep cost 2 147483647E9 101 nodes 12 levels deep cost 6 7108864E7,cost calculation easily go bounds needs estimate whenever  nodes high value returns higher traversal index max M less smaller example  nodes index single level content cost  adding second level content data cost jumps  E  nodes index single level content cost  adding second level content data stays   nodes  levels deep cost  E  nodes  levels deep cost  E,cost calculation easily go bounds needs estimate whenever nodes high value returns higher traversal index max less smaller example nodes index single level content cost adding second level content data cost jumps E nodes index single level content cost adding second level content data stays nodes levels deep cost E nodes levels deep cost E,1
0,OAKfeadc,PropertyIndex cost calculation faulty,cost calculation easily go bounds needs estimate whenever 100 nodes high value returns higher traversal index max 10M less smaller example 100 nodes index single level content cost 6250000 adding second level content data cost jumps 1 544804416E9 101 nodes index single level content cost 100 adding second level content data stays 100 100 nodes 12 levels deep cost 2 147483647E9 101 nodes 12 levels deep cost 6 7108864E7,cost calculation easily go bounds needs estimate whenever  nodes high value returns higher traversal index max M less smaller example  nodes index single level content cost  adding second level content data cost jumps  E  nodes index single level content cost  adding second level content data stays   nodes  levels deep cost  E  nodes  levels deep cost  E,cost calculation easily go bounds needs estimate whenever nodes high value returns higher traversal index max less smaller example nodes index single level content cost adding second level content data cost jumps E nodes index single level content cost adding second level content data stays nodes levels deep cost E nodes levels deep cost E,1
0,OAKfeadc,PropertyIndex cost calculation faulty,cost calculation easily go bounds needs estimate whenever 100 nodes high value returns higher traversal index max 10M less smaller example 100 nodes index single level content cost 6250000 adding second level content data cost jumps 1 544804416E9 101 nodes index single level content cost 100 adding second level content data stays 100 100 nodes 12 levels deep cost 2 147483647E9 101 nodes 12 levels deep cost 6 7108864E7,cost calculation easily go bounds needs estimate whenever  nodes high value returns higher traversal index max M less smaller example  nodes index single level content cost  adding second level content data cost jumps  E  nodes index single level content cost  adding second level content data stays   nodes  levels deep cost  E  nodes  levels deep cost  E,cost calculation easily go bounds needs estimate whenever nodes high value returns higher traversal index max less smaller example nodes index single level content cost adding second level content data cost jumps E nodes index single level content cost adding second level content data stays nodes levels deep cost E nodes levels deep cost E,1
0,OAKfeadc,PropertyIndex cost calculation faulty,cost calculation easily go bounds needs estimate whenever 100 nodes high value returns higher traversal index max 10M less smaller example 100 nodes index single level content cost 6250000 adding second level content data cost jumps 1 544804416E9 101 nodes index single level content cost 100 adding second level content data stays 100 100 nodes 12 levels deep cost 2 147483647E9 101 nodes 12 levels deep cost 6 7108864E7,cost calculation easily go bounds needs estimate whenever  nodes high value returns higher traversal index max M less smaller example  nodes index single level content cost  adding second level content data cost jumps  E  nodes index single level content cost  adding second level content data stays   nodes  levels deep cost  E  nodes  levels deep cost  E,cost calculation easily go bounds needs estimate whenever nodes high value returns higher traversal index max less smaller example nodes index single level content cost adding second level content data cost jumps E nodes index single level content cost adding second level content data stays nodes levels deep cost E nodes levels deep cost E,1
0,OAKfeadc,PropertyIndex cost calculation faulty,cost calculation easily go bounds needs estimate whenever 100 nodes high value returns higher traversal index max 10M less smaller example 100 nodes index single level content cost 6250000 adding second level content data cost jumps 1 544804416E9 101 nodes index single level content cost 100 adding second level content data stays 100 100 nodes 12 levels deep cost 2 147483647E9 101 nodes 12 levels deep cost 6 7108864E7,cost calculation easily go bounds needs estimate whenever  nodes high value returns higher traversal index max M less smaller example  nodes index single level content cost  adding second level content data cost jumps  E  nodes index single level content cost  adding second level content data stays   nodes  levels deep cost  E  nodes  levels deep cost  E,cost calculation easily go bounds needs estimate whenever nodes high value returns higher traversal index max less smaller example nodes index single level content cost adding second level content data cost jumps E nodes index single level content cost adding second level content data stays nodes levels deep cost E nodes levels deep cost E,1
